Channel_dummy,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,FileName_dummy,Frame_dummy,Group_Index,Group_Number,Height_dummy,ImageNumber,ImageSet_ImageSet,MD5Digest_dummy,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_Type,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,PathName_dummy,Scaling_dummy,Series_dummy,URL_dummy,Width_dummy
-1,0.0,0.0,0.8600000000000012,0.0,multichannel.nd2,0,1,1,512,1,b'eLsSPkU5jZE9a8MwFEX/itEuK81QSoiTISaQpR0aQ9rNWI9YoA8jKyH+9716xrRDC510h8vTO+dt9w9niztmgBBDS5Qzpjb+WonmfJQvYr/bAq5A0Y+V6FMCPfAzP3lnOjjowjCVIV7VO1ZxLdtQ69XTs1z9dLIoWMwUtXHk89dvUVOsxOXj8HmeZc2Nzd/OOP1PHEdmL07Hml8WdAg3n+YJTXOq0bP02jqqBJtVzQgxajISVCrSEEaTQpxUR9YOMeRSlD212kK+TDQmpbGFcjeLU/St92RLr9esfNkR8L8fJ4fvAzE+ArvDC6O7LzREirg=',bf351cd1b54f2bd2186310f43548fe83,file:/Users/yi-che/repository/cellprofiler-headless-test/data/multichannel.nd2,0,0,multichannel,0,0,0,0,/Users/yi-che/repository/cellprofiler-headless-test/data,65535,0,file:/Users/yi-che/repository/cellprofiler-headless-test/data/multichannel.nd2,512
